,CellType,x_global,y_global
embryo1_Pos7_cell364_z2,Surface ectoderm,1669.90774735334,1421.4801149692
embryo1_Pos7_cell365_z2,Presomitic mesoderm,1670.32278197082,1396.59873473119
embryo1_Pos7_cell366_z2,Presomitic mesoderm,1670.68919952941,1398.16411686603
embryo1_Pos7_cell367_z2,Presomitic mesoderm,1670.07214312027,1401.93627929688
embryo1_Pos7_cell368_z2,Presomitic mesoderm,1670.08156762139,1413.15638439663
embryo1_Pos7_cell369_z2,Presomitic mesoderm,1670.16479492188,1399.86968309207
embryo1_Pos7_cell37_z2,Endothelium,1647.71430630349,1417.60941967015
embryo1_Pos7_cell370_z2,Presomitic mesoderm,1670.41797971142,1392.19354571907
embryo1_Pos7_cell371_z2,Presomitic mesoderm,1670.70925578006,1394.81464521534
embryo1_Pos7_cell372_z2,Presomitic mesoderm,1670.97541508167,1410.07222600008
embryo1_Pos7_cell373_z2,Presomitic mesoderm,1670.59515261183,1402.89434455423
embryo1_Pos7_cell374_z2,Presomitic mesoderm,1670.10296888754,1404.38992008693
embryo1_Pos7_cell375_z2,Presomitic mesoderm,1670.52227245588,1405.36455002226
embryo1_Pos7_cell376_z2,Presomitic mesoderm,1670.81694849918,1399.2044998972
embryo1_Pos7_cell377_z2,Surface ectoderm,1670.41950055215,1420.63249006955
embryo1_Pos7_cell378_z2,Presomitic mesoderm,1670.50613683364,1415.33565889246
embryo1_Pos7_cell379_z2,Presomitic mesoderm,1671.09644414148,1407.35545773816
embryo1_Pos7_cell38_z2,Endothelium,1647.75427513401,1415.75643497662
embryo1_Pos7_cell380_z2,Dermomyotome,1670.62392624045,1408.68241590542
embryo1_Pos7_cell381_z2,Presomitic mesoderm,1671.05219339379,1406.14802127788
embryo1_Pos7_cell382_z2,Surface ectoderm,1670.84235814675,1416.44677482684
embryo1_Pos7_cell383_z2,Presomitic mesoderm,1671.68765425801,1411.3586984511
embryo1_Pos7_cell384_z2,Presomitic mesoderm,1670.94676352447,1413.65685958382
embryo1_Pos7_cell385_z2,Mixed mesenchymal mesoderm,1671.618499626,1419.58988011137
embryo1_Pos7_cell387_z2,Presomitic mesoderm,1671.2879817936,1404.2172663762
embryo1_Pos7_cell388_z2,Presomitic mesoderm,1671.16727129787,1412.40719483069
embryo1_Pos7_cell39_z2,Endothelium,1647.94611002604,1413.20395182292
embryo1_Pos7_cell390_z2,Surface ectoderm,1671.57898790204,1391.57429469353
embryo1_Pos7_cell391_z2,Surface ectoderm,1671.86077196075,1393.22380549733
embryo1_Pos7_cell392_z2,Surface ectoderm,1671.66056070352,1402.02565801711
embryo1_Pos7_cell393_z2,Surface ectoderm,1671.94855334712,1400.47747272737
embryo1_Pos7_cell394_z2,Presomitic mesoderm,1671.89714625511,1408.5379387918
embryo1_Pos7_cell395_z2,Surface ectoderm,1671.80084134615,1413.8987116887
embryo1_Pos7_cell396_z2,Mixed mesenchymal mesoderm,1672.25939182777,1415.5300789526
embryo1_Pos7_cell397_z2,Surface ectoderm,1671.90716966837,1396.3356040572
embryo1_Pos7_cell398_z2,Surface ectoderm,1672.13769945048,1398.64558229608
embryo1_Pos7_cell399_z2,Surface ectoderm,1672.1510085314,1403.12749468775
embryo1_Pos7_cell40_z2,Gut tube,1648.31166300259,1400.42007244804
embryo1_Pos7_cell400_z2,Surface ectoderm,1672.39681312386,1405.6063805821
embryo1_Pos7_cell401_z2,Surface ectoderm,1672.41164534613,1394.96115900507
embryo1_Pos7_cell402_z2,Surface ectoderm,1672.39626043912,1404.31410122575
embryo1_Pos7_cell403_z2,Mixed mesenchymal mesoderm,1672.43990956182,1420.29207356771
embryo1_Pos7_cell404_z2,Surface ectoderm,1672.5518269089,1406.78802605395
embryo1_Pos7_cell405_z2,Surface ectoderm,1672.88902349892,1412.77921549479
embryo1_Pos7_cell409_z2,Surface ectoderm,1672.84404999568,1409.04997855887
embryo1_Pos7_cell41_z2,Gut tube,1648.0992041519,1401.89968588918
embryo1_Pos7_cell410_z2,Surface ectoderm,1672.69565429688,1413.96647761418
embryo1_Pos7_cell413_z2,Surface ectoderm,1672.95261774409,1407.88195105044
embryo1_Pos7_cell414_z2,Mixed mesenchymal mesoderm,1673.26386834701,1410.23583404622
embryo1_Pos7_cell415_z2,Mixed mesenchymal mesoderm,1673.37072651326,1414.98387646074
embryo1_Pos7_cell42_z2,Gut tube,1647.64820761576,1414.58593571795
embryo1_Pos7_cell44_z2,Gut tube,1647.76558290679,1408.9550191945
embryo1_Pos7_cell45_z2,Gut tube,1648.16455365349,1391.75407571232
embryo1_Pos7_cell46_z2,Gut tube,1648.96023172993,1421.1470981209
embryo1_Pos7_cell47_z2,Gut tube,1648.38150604992,1398.77706149962
embryo1_Pos7_cell48_z2,Gut tube,1647.88354492188,1403.23386146282
embryo1_Pos7_cell49_z2,Gut tube,1648.85600770195,1399.48598724941
embryo1_Pos7_cell5_z2,Gut tube,1645.20378508391,1402.25358977141
embryo1_Pos7_cell50_z2,Gut tube,1648.51876664913,1404.98921234218
embryo1_Pos7_cell51_z2,Gut tube,1648.51059037642,1409.95466708097
embryo1_Pos7_cell52_z2,Gut tube,1648.64336346405,1414.32885261122
embryo1_Pos7_cell53_z2,Gut tube,1648.93166239175,1392.70018178181
embryo1_Pos7_cell54_z2,Gut tube,1648.57949383339,1403.30935543217
embryo1_Pos7_cell55_z2,Gut tube,1648.84735824622,1408.673970394
embryo1_Pos7_cell56_z2,Haematoendothelial progenitors,1648.62065210235,1416.57416663009
embryo1_Pos7_cell57_z2,Gut tube,1649.1150597406,1406.46512090608
embryo1_Pos7_cell58_z2,Gut tube,1649.29256513403,1397.76187777738
embryo1_Pos7_cell59_z2,Gut tube,1649.28380573192,1418.46173482935
embryo1_Pos7_cell6_z2,Gut tube,1645.91427871132,1402.89189289401
embryo1_Pos7_cell60_z2,Gut tube,1649.2790062314,1415.48269416216
embryo1_Pos7_cell61_z2,Gut tube,1649.4263748972,1407.71388517681
embryo1_Pos7_cell62_z2,Gut tube,1649.54190830329,1410.50712932358
embryo1_Pos7_cell63_z2,Gut tube,1649.64567081018,1417.33786855981
embryo1_Pos7_cell64_z2,Gut tube,1649.70402881856,1391.51715062978
embryo1_Pos7_cell65_z2,Gut tube,1649.46813512731,1402.43368869358
embryo1_Pos7_cell66_z2,Gut tube,1649.51767985026,1413.39594668434
embryo1_Pos7_cell67_z2,Gut tube,1649.30590019851,1401.21765737065
embryo1_Pos7_cell68_z2,Gut tube,1649.85007424551,1403.45774761879
embryo1_Pos7_cell69_z2,Gut tube,1649.85228248159,1404.39299124618
embryo1_Pos7_cell7_z2,Gut tube,1645.3715879859,1403.85162800114
embryo1_Pos7_cell70_z2,Gut tube,1649.62202761526,1411.96995537591
embryo1_Pos7_cell71_z2,Gut tube,1650.16212565104,1419.02446419271
embryo1_Pos7_cell72_z2,Gut tube,1649.92918213895,1397.00706601241
embryo1_Pos7_cell73_z2,Gut tube,1649.95664623606,1396.01304809272
embryo1_Pos7_cell74_z2,Gut tube,1650.39514516254,1392.77462572701
embryo1_Pos7_cell75_z2,Gut tube,1649.98175576292,1405.9290093316
embryo1_Pos7_cell76_z2,Gut tube,1650.26327668334,1394.42313083127
embryo1_Pos7_cell77_z2,Gut tube,1650.7753462358,1398.7303419237
embryo1_Pos7_cell78_z2,Spinal cord,1649.89408559648,1400.65134006076
embryo1_Pos7_cell79_z2,Gut tube,1650.05540143804,1408.9740417673
embryo1_Pos7_cell8_z2,Gut tube,1645.77231076165,1405.08388453742
embryo1_Pos7_cell80_z2,Gut tube,1650.23239063426,1399.69475363781
embryo1_Pos7_cell81_z2,Gut tube,1650.81588806288,1402.21271825846
embryo1_Pos7_cell82_z2,Gut tube,1650.72166013102,1414.84481046613
embryo1_Pos7_cell83_z2,Gut tube,1650.68121013888,1421.27227564282
embryo1_Pos7_cell84_z2,Gut tube,1650.6513154248,1416.26830076495
embryo1_Pos7_cell85_z2,Gut tube,1650.63122856326,1405.23109994284
embryo1_Pos7_cell86_z2,Gut tube,1651.03037213265,1407.55129342586
embryo1_Pos7_cell87_z2,Gut tube,1650.93800314198,1419.93396951427
embryo1_Pos7_cell88_z2,Gut tube,1650.52231316817,1411.41983192845
embryo1_Pos7_cell89_z2,Gut tube,1650.52039809748,1409.99121983331
embryo1_Pos7_cell9_z2,Gut tube,1645.49757562682,1406.90997375285
embryo1_Pos7_cell90_z2,Gut tube,1650.78999278748,1397.63507678462
embryo1_Pos7_cell91_z2,Gut tube,1651.07479771205,1413.4755405971
embryo1_Pos7_cell92_z2,Gut tube,1650.82127055364,1400.59747204281
embryo1_Pos7_cell93_z2,Gut tube,1651.27527328178,1412.39102819352
embryo1_Pos7_cell94_z2,Gut tube,1651.01498345697,1395.68505320263
embryo1_Pos7_cell95_z2,Gut tube,1651.34864101361,1396.71610608951
embryo1_Pos7_cell96_z2,Gut tube,1651.64957579798,1406.04073212669
embryo1_Pos7_cell97_z2,Spinal cord,1651.68352503149,1417.44047561494
embryo1_Pos7_cell98_z2,Gut tube,1651.39575512378,1404.08726600548
embryo1_Pos7_cell99_z2,Gut tube,1651.49228976925,1408.88200957762
embryo1_Pos8_cell10_z2,Neural crest,1614.40880109262,1403.38326186028
embryo1_Pos8_cell100_z2,Surface ectoderm,1620.80147364882,1403.63705094134
embryo1_Pos8_cell101_z2,Surface ectoderm,1620.89835847864,1397.92731567973
embryo1_Pos8_cell102_z2,Surface ectoderm,1621.04990382339,1394.58491013652
embryo1_Pos8_cell103_z2,Surface ectoderm,1621.16417025503,1420.37041442481
embryo1_Pos8_cell104_z2,Surface ectoderm,1621.29512670855,1402.2314317734
embryo1_Pos8_cell105_z2,Surface ectoderm,1621.43934194359,1396.13865544613
embryo1_Pos8_cell106_z2,Surface ectoderm,1621.62090315458,1416.48175702207
embryo1_Pos8_cell107_z2,Surface ectoderm,1621.49872523113,1400.00150285873
embryo1_Pos8_cell108_z2,Surface ectoderm,1621.44684516059,1421.7536078559
embryo1_Pos8_cell109_z2,Surface ectoderm,1622.34224491329,1421.08098493304
embryo1_Pos8_cell11_z2,Neural crest,1614.57845121639,1405.65534090656
embryo1_Pos8_cell110_z2,Surface ectoderm,1622.15532062434,1413.01826541163
embryo1_Pos8_cell111_z2,Surface ectoderm,1622.05612271999,1414.19512147784
embryo1_Pos8_cell112_z2,Lateral plate mesoderm,1622.46776292427,1391.72254294071
embryo1_Pos8_cell113_z2,Intermediate mesoderm,1622.02639648438,1393.28665364583
embryo1_Pos8_cell114_z2,Surface ectoderm,1622.26190842481,1397.22689359482
embryo1_Pos8_cell115_z2,Surface ectoderm,1622.06599878185,1398.96557957453
embryo1_Pos8_cell116_z2,Surface ectoderm,1622.11246400932,1404.45565466366
embryo1_Pos8_cell117_z2,Haematoendothelial progenitors,1622.22774734066,1415.43327236714
embryo1_Pos8_cell118_z2,Surface ectoderm,1622.2987383981,1406.39591888689
embryo1_Pos8_cell119_z2,Lateral plate mesoderm,1622.41456636469,1395.16430456283
embryo1_Pos8_cell120_z2,Surface ectoderm,1622.53947546665,1418.56297766644
embryo1_Pos8_cell121_z2,Surface ectoderm,1622.51980779373,1419.67249568704
embryo1_Pos8_cell122_z2,Surface ectoderm,1622.91011899913,1402.37665645796
embryo1_Pos8_cell123_z2,Surface ectoderm,1623.12189972052,1403.63463180734
embryo1_Pos8_cell124_z2,Surface ectoderm,1623.03652765721,1400.43469188047
embryo1_Pos8_cell125_z2,Gut tube,1623.40770179807,1401.28956009959
embryo1_Pos8_cell126_z2,Surface ectoderm,1622.80925928403,1411.38435649436
embryo1_Pos8_cell127_z2,Surface ectoderm,1622.90481783071,1417.17715688146
embryo1_Pos8_cell128_z2,Surface ectoderm,1623.26274890434,1398.15923724911
embryo1_Pos8_cell129_z2,Surface ectoderm,1623.18118472451,1407.15682206003
embryo1_Pos8_cell13_z2,Neural crest,1614.33616129557,1408.07879130046
embryo1_Pos8_cell130_z2,Surface ectoderm,1623.06599313114,1405.3486739598
embryo1_Pos8_cell131_z2,Surface ectoderm,1622.93564020093,1408.78733410383
embryo1_Pos8_cell132_z2,Surface ectoderm,1623.14594961226,1410.05056779618
embryo1_Pos8_cell133_z2,Endothelium,1623.23017048663,1395.91704454537
embryo1_Pos8_cell134_z2,Intermediate mesoderm,1623.30779406085,1394.29500853107
embryo1_Pos8_cell135_z2,Surface ectoderm,1623.23761998469,1399.40837120171
embryo1_Pos8_cell136_z2,Lateral plate mesoderm,1623.5090044807,1412.15916532629
embryo1_Pos8_cell137_z2,Surface ectoderm,1623.83747460938,1407.91140820312
embryo1_Pos8_cell138_z2,Endothelium,1623.79976987528,1414.44025289601
embryo1_Pos8_cell139_z2,Haematoendothelial progenitors,1623.25740094866,1415.36773856027
embryo1_Pos8_cell14_z2,Neural crest,1614.88379549854,1410.23194603677
embryo1_Pos8_cell140_z2,Lateral plate mesoderm,1623.61371973623,1392.95064346767
embryo1_Pos8_cell141_z2,Haematoendothelial progenitors,1623.56992225947,1416.15931233083
embryo1_Pos8_cell143_z2,Endothelium,1623.66170754581,1397.11739982627
embryo1_Pos8_cell144_z2,Endothelium,1623.91413186837,1420.90565991842
embryo1_Pos8_cell145_z2,Endothelium,1623.76539872332,1419.61209032012
embryo1_Pos8_cell146_z2,Endothelium,1624.06030464546,1405.87194465891
embryo1_Pos8_cell147_z2,Endothelium,1624.31086569393,1418.56040326287
embryo1_Pos8_cell148_z2,Intermediate mesoderm,1624.15498134068,1404.08947753906
embryo1_Pos8_cell149_z2,Lateral plate mesoderm,1624.51543464108,1392.13979492187
embryo1_Pos8_cell150_z2,Haematoendothelial progenitors,1624.42931354442,1409.0503541883
embryo1_Pos8_cell151_z2,Lateral plate mesoderm,1624.45666641064,1391.36523711815
embryo1_Pos8_cell152_z2,Endothelium,1624.57228885947,1417.04099596507
embryo1_Pos8_cell153_z2,Endothelium,1624.58860615133,1396.14326323935
embryo1_Pos8_cell154_z2,Lateral plate mesoderm,1624.74801635742,1412.87970648872
embryo1_Pos8_cell155_z2,Intermediate mesoderm,1624.40952148438,1393.71724283854
embryo1_Pos8_cell156_z2,Lateral plate mesoderm,1624.40677273054,1398.85878936206
embryo1_Pos8_cell157_z2,Haematoendothelial progenitors,1625.05803516337,1410.25695014666
embryo1_Pos8_cell158_z2,Intermediate mesoderm,1624.84231520433,1411.59059495192
embryo1_Pos8_cell159_z2,Lateral plate mesoderm,1625.05852053503,1399.89219789707
embryo1_Pos8_cell16_z2,Neural crest,1614.86379256338,1411.9187707801
embryo1_Pos8_cell160_z2,Haematoendothelial progenitors,1625.12249852303,1402.97343496491
embryo1_Pos8_cell161_z2,Lateral plate mesoderm,1624.97579854862,1394.66441997641
embryo1_Pos8_cell162_z2,Lateral plate mesoderm,1625.27020742188,1398.13054492188
embryo1_Pos8_cell163_z2,Haematoendothelial progenitors,1624.87557139295,1420.18214448969
embryo1_Pos8_cell164_z2,Intermediate mesoderm,1625.02273923772,1397.00482353556
embryo1_Pos8_cell165_z2,Endothelium,1625.32108349346,1401.44136022708
embryo1_Pos8_cell166_z2,Endothelium,1625.02017183214,1406.20654220342
embryo1_Pos8_cell167_z2,Lateral plate mesoderm,1625.54885925703,1413.87295347892
embryo1_Pos8_cell168_z2,Endothelium,1625.0316659938,1404.84083804338
embryo1_Pos8_cell169_z2,Lateral plate mesoderm,1625.49778407395,1392.94346148902
embryo1_Pos8_cell17_z2,Neural crest,1614.19590664754,1412.68576076811
embryo1_Pos8_cell170_z2,Lateral plate mesoderm,1625.99046113344,1415.93122898336
embryo1_Pos8_cell171_z2,Intermediate mesoderm,1625.73090943151,1421.41856912097
embryo1_Pos8_cell172_z2,Intermediate mesoderm,1625.6516609968,1408.32089515173
embryo1_Pos8_cell173_z2,Endothelium,1625.35342945772,1404.34880514706
embryo1_Pos8_cell174_z2,Intermediate mesoderm,1625.39374457465,1418.29450722346
embryo1_Pos8_cell175_z2,Lateral plate mesoderm,1625.98100003705,1395.55572162411
embryo1_Pos8_cell176_z2,Lateral plate mesoderm,1626.07600840693,1418.97364342731
embryo1_Pos8_cell177_z2,Lateral plate mesoderm,1626.1550674574,1392.0143349141
embryo1_Pos8_cell178_z2,Lateral plate mesoderm,1626.74956544329,1400.70931964332
embryo1_Pos8_cell179_z2,Lateral plate mesoderm,1626.45151569061,1420.2824517775
embryo1_Pos8_cell180_z2,Lateral plate mesoderm,1626.07358809229,1407.00149425266
embryo1_Pos8_cell181_z2,Lateral plate mesoderm,1626.88992971189,1414.65978241833
embryo1_Pos8_cell182_z2,Lateral plate mesoderm,1626.285901212,1417.51120969916
embryo1_Pos8_cell183_z2,Intermediate mesoderm,1625.87328627503,1397.05049918462
embryo1_Pos8_cell184_z2,Lateral plate mesoderm,1626.08898197438,1394.0390304529
embryo1_Pos8_cell185_z2,Lateral plate mesoderm,1626.46161125911,1412.26337252236
embryo1_Pos8_cell186_z2,Lateral plate mesoderm,1626.63946639044,1404.35710435107
embryo1_Pos8_cell187_z2,Lateral plate mesoderm,1626.59015936742,1405.61233956473
embryo1_Pos8_cell189_z2,Lateral plate mesoderm,1626.61916686813,1396.3586696165
embryo1_Pos8_cell190_z2,Intermediate mesoderm,1626.64119497628,1402.10925363803
embryo1_Pos8_cell191_z2,Lateral plate mesoderm,1626.67456591998,1410.6724354824
embryo1_Pos8_cell192_z2,Lateral plate mesoderm,1626.78409166401,1397.72724177562
embryo1_Pos8_cell193_z2,Intermediate mesoderm,1626.82397794235,1398.91120863775
embryo1_Pos8_cell194_z2,Lateral plate mesoderm,1627.05304553462,1403.21624362636
embryo1_Pos8_cell195_z2,Lateral plate mesoderm,1627.27823242187,1395.08820756392
embryo1_Pos8_cell196_z2,Lateral plate mesoderm,1627.16950953466,1399.7195476934
embryo1_Pos8_cell197_z2,Lateral plate mesoderm,1627.26355905696,1408.83151730115
embryo1_Pos8_cell198_z2,Lateral plate mesoderm,1626.97947535022,1393.17812163254
embryo1_Pos8_cell199_z2,Lateral plate mesoderm,1626.84711645284,1406.46396349986
embryo1_Pos8_cell200_z2,Lateral plate mesoderm,1627.35085949266,1394.14597550358
embryo1_Pos8_cell201_z2,Lateral plate mesoderm,1627.01012895239,1421.70602585199
embryo1_Pos8_cell202_z2,Lateral plate mesoderm,1627.33959248118,1419.39145721658
embryo1_Pos8_cell203_z2,Lateral plate mesoderm,1627.42361923934,1407.28167217819
embryo1_Pos8_cell204_z2,Lateral plate mesoderm,1627.91180050545,1413.14783312883
embryo1_Pos8_cell205_z2,Lateral plate mesoderm,1627.8184206321,1418.25421253551
embryo1_Pos8_cell206_z2,Lateral plate mesoderm,1628.43934095228,1411.5800715266
embryo1_Pos8_cell207_z2,Lateral plate mesoderm,1627.42507452714,1416.37658641985
embryo1_Pos8_cell208_z2,Lateral plate mesoderm,1627.95961547196,1402.33086295631
embryo1_Pos8_cell209_z2,Lateral plate mesoderm,1627.91873725733,1410.0629843344
embryo1_Pos8_cell21_z2,Forebrain/Midbrain/Hindbrain,1614.21387622975,1416.42305350598
embryo1_Pos8_cell210_z2,Lateral plate mesoderm,1627.67271561247,1417.24722476881
embryo1_Pos8_cell211_z2,Lateral plate mesoderm,1627.62907962523,1396.33130590466
embryo1_Pos8_cell212_z2,Intermediate mesoderm,1627.87679225715,1421.2979026617
embryo1_Pos8_cell213_z2,Lateral plate mesoderm,1628.04663085938,1420.15170898438
embryo1_Pos8_cell214_z2,Lateral plate mesoderm,1628.00196940104,1398.75943134014
embryo1_Pos8_cell215_z2,Lateral plate mesoderm,1628.2873231876,1404.18497519167
embryo1_Pos8_cell216_z2,Lateral plate mesoderm,1627.87996419271,1405.23771158854
embryo1_Pos8_cell217_z2,Lateral plate mesoderm,1628.70386533728,1397.30226563489
embryo1_Pos8_cell220_z2,Lateral plate mesoderm,1628.57104206225,1406.0933585886
embryo1_Pos8_cell221_z2,Lateral plate mesoderm,1628.53716708097,1415.83481445313
embryo1_Pos8_cell222_z2,Lateral plate mesoderm,1628.68032907885,1400.37790129906
embryo1_Pos8_cell223_z2,Lateral plate mesoderm,1628.41622167276,1419.09809778092
embryo1_Pos8_cell224_z2,Lateral plate mesoderm,1628.64107530382,1408.00778537326
embryo1_Pos8_cell225_z2,Lateral plate mesoderm,1628.51475097656,1395.55781738281
embryo1_Pos8_cell226_z2,Allantois,1628.60327148438,1414.54581705729
embryo1_Pos8_cell227_z2,Lateral plate mesoderm,1629.25227396881,1409.23438154783
embryo1_Pos8_cell228_z2,Lateral plate mesoderm,1629.20101306508,1421.09722384004
embryo1_Pos8_cell229_z2,Lateral plate mesoderm,1628.97287975902,1407.17891381492
embryo1_Pos8_cell23_z2,Neural crest,1614.88943605501,1400.517119617
embryo1_Pos8_cell231_z2,Lateral plate mesoderm,1629.52778199,1403.20306282754
embryo1_Pos8_cell232_z2,Lateral plate mesoderm,1628.99408878047,1402.04007393973
embryo1_Pos8_cell233_z2,Lateral plate mesoderm,1629.00985863095,1410.51303245908
embryo1_Pos8_cell234_z2,Intermediate mesoderm,1629.17010614463,1413.74176507685
embryo1_Pos8_cell235_z2,Lateral plate mesoderm,1629.28801358225,1416.79040737407
embryo1_Pos8_cell236_z2,Lateral plate mesoderm,1629.33634266029,1398.71509920552
embryo1_Pos8_cell237_z2,Lateral plate mesoderm,1629.58970924074,1417.99008974593
embryo1_Pos8_cell238_z2,Lateral plate mesoderm,1629.40524829716,1419.76047569991
embryo1_Pos8_cell239_z2,Lateral plate mesoderm,1629.67272677951,1404.67277379919
embryo1_Pos8_cell24_z2,Endothelium,1614.95331556111,1398.44963171665
embryo1_Pos8_cell241_z2,Lateral plate mesoderm,1629.76654616925,1400.93038709624
embryo1_Pos8_cell242_z2,Intermediate mesoderm,1629.88562011719,1412.75439453125
embryo1_Pos8_cell243_z2,Lateral plate mesoderm,1630.07489806576,1418.99879109823
embryo1_Pos8_cell245_z2,Lateral plate mesoderm,1630.33287080531,1421.73536289392
embryo1_Pos8_cell246_z2,Intermediate mesoderm,1629.95444416313,1402.02622753504
embryo1_Pos8_cell249_z2,Lateral plate mesoderm,1630.26440429688,1411.70349208914
